,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
2095,Yes,Male,0,No,Yes,4,Month-to-month,No,Credit card (automatic),80.8,332.45,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
2096,Yes,Male,0,No,No,5,Month-to-month,Yes,Electronic check,85.3,424.15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
2097,No,Female,0,Yes,Yes,69,Two year,Yes,Credit card (automatic),64.15,4254.1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
2098,Yes,Male,0,Yes,Yes,17,Month-to-month,No,Electronic check,80.85,1400.85,Yes,No,Fiber optic,No,No,No,No,Yes,No
2099,Yes,Female,0,No,No,1,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2100,Yes,Male,1,Yes,No,24,Month-to-month,Yes,Electronic check,78.85,1772.25,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
2101,,Male,0,No,No,1,Month-to-month,No,Electronic check,50.8,50.8,Yes,No,DSL,No,Yes,No,No,No,No
2102,No,Female,1,No,No,62,One year,No,Electronic check,84.45,4959.15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
2103,Yes,Male,0,No,No,12,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,Yes,No,DSL,No,No,No,No,No,No
2104,No,Male,0,No,No,23,Month-to-month,No,Electronic check,20.85,473.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2105,No,Female,0,Yes,Yes,45,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,No,No phone service,DSL,Yes,No,No,No,Yes,Yes
2106,No,Female,0,No,No,9,Month-to-month,Yes,Credit card (automatic),85.3,781.4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
2107,Yes,Male,0,Yes,No,4,Month-to-month,Yes,Electronic check,80.35,307.4,Yes,No,Fiber optic,No,No,No,No,Yes,No
2108,No,Male,0,No,No,24,Month-to-month,Yes,Electronic check,85.95,2107.15,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
2109,No,Female,0,Yes,No,71,Two year,Yes,Credit card (automatic),25.95,1801.9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2110,Yes,Male,0,No,No,2,Month-to-month,Yes,Electronic check,45.15,98.5,Yes,No,DSL,No,No,No,No,No,No
2111,No,Male,0,Yes,Yes,1,One year,No,Mailed check,18.8,18.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2112,Yes,Female,0,No,No,10,Month-to-month,Yes,Electronic check,100.6,1060.2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2113,No,Female,0,No,No,2,Month-to-month,No,Electronic check,51.4,96.8,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
2114,No,Female,0,No,No,67,One year,No,Credit card (automatic),60.5,3870,Yes,No,DSL,Yes,Yes,No,Yes,No,No
2115,No,Female,0,Yes,Yes,7,One year,No,Electronic check,69.45,477.05,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No
2116,No,Female,0,No,No,13,Month-to-month,Yes,Electronic check,78.75,995.35,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
2117,No,Female,0,No,No,57,One year,No,Electronic check,94.7,5468.95,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
2118,No,Female,1,Yes,No,36,Month-to-month,Yes,Credit card (automatic),91.95,3301.05,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
2119,No,Female,0,No,No,66,Two year,Yes,Credit card (automatic),90.05,5965.95,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2120,No,Female,0,No,No,22,Month-to-month,Yes,Mailed check,59.05,1253.5,Yes,Yes,DSL,Yes,No,No,Yes,No,No
2121,Yes,Female,0,Yes,Yes,17,Month-to-month,No,Electronic check,94.4,1607.2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
2122,Yes,Female,1,No,No,1,Month-to-month,Yes,Mailed check,74.45,74.45,Yes,Yes,Fiber optic,No,No,No,No,No,No
2123,Yes,Female,0,Yes,No,11,Month-to-month,Yes,Electronic check,94.0,1078.9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2124,Yes,Female,0,Yes,Yes,2,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,Yes,No,Fiber optic,No,Yes,No,No,No,No
2125,No,Female,0,No,No,3,Month-to-month,No,Electronic check,95.4,293.15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
2126,Yes,Male,0,No,No,4,Month-to-month,Yes,Bank transfer (automatic),74.8,321.9,Yes,No,Fiber optic,No,No,Yes,No,No,No
2127,No,Female,0,Yes,Yes,69,Two year,No,Bank transfer (automatic),19.75,1375.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2128,No,Male,0,Yes,Yes,72,Two year,Yes,Credit card (automatic),104.9,7732.65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2129,No,Female,0,No,No,23,Month-to-month,Yes,Electronic check,93.5,2341.55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2130,No,Male,0,Yes,Yes,40,Month-to-month,Yes,Electronic check,74.55,3015.75,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes
2131,No,Female,0,No,No,70,Two year,No,Mailed check,84.7,5991.05,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
2132,No,Female,1,Yes,No,70,Month-to-month,Yes,Electronic check,90.85,6470.1,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes
2133,No,Female,0,No,No,3,One year,Yes,Electronic check,69.95,220.45,Yes,No,DSL,No,No,Yes,No,Yes,Yes
2134,No,Male,0,No,No,69,Two year,Yes,Credit card (automatic),110.05,7430.75,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2135,Yes,Female,0,No,No,6,Month-to-month,Yes,Electronic check,89.5,573.3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2136,No,Male,0,No,No,72,Two year,No,Bank transfer (automatic),92.0,6632.75,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2137,No,Female,0,Yes,No,67,Two year,No,Bank transfer (automatic),86.15,5883.85,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
2138,,Male,0,No,No,44,One year,Yes,Mailed check,53.95,2375.4,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
2139,Yes,Female,1,Yes,No,40,One year,Yes,Credit card (automatic),99.2,4062.2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
2140,No,Female,0,Yes,Yes,19,Two year,Yes,Bank transfer (automatic),24.9,467.7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2141,No,Male,0,No,No,70,Two year,Yes,Mailed check,40.05,2799.75,No,No phone service,DSL,No,No,No,Yes,No,Yes
2142,No,Female,0,No,No,21,Two year,No,Credit card (automatic),71.05,1524.85,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
2143,Yes,Male,1,Yes,No,32,Month-to-month,Yes,Electronic check,104.9,3351.55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2144,No,Male,1,Yes,Yes,29,Month-to-month,Yes,Electronic check,103.95,2964.8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2145,No,Female,0,No,No,29,Month-to-month,Yes,Electronic check,74.2,1993.25,Yes,Yes,Fiber optic,No,No,No,No,No,No
2146,No,Female,0,Yes,No,25,Month-to-month,Yes,Electronic check,95.15,2395.7,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
2147,Yes,Male,1,No,No,55,Month-to-month,Yes,Electronic check,98.8,5617.75,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
2148,No,Female,0,Yes,No,55,Month-to-month,Yes,Credit card (automatic),103.65,5676.65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2149,Yes,Female,0,No,Yes,2,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2150,No,Female,0,No,No,2,Month-to-month,Yes,Bank transfer (automatic),20.7,39.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2151,,Female,0,Yes,Yes,19,Two year,No,Mailed check,25.6,485.9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2152,Yes,Male,0,No,No,62,One year,Yes,Electronic check,96.75,6125.4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2153,No,Male,0,No,Yes,19,Month-to-month,Yes,Electronic check,20.0,377.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2154,,Male,0,No,No,9,Month-to-month,No,Electronic check,75.6,661.55,Yes,No,Fiber optic,Yes,No,No,No,No,No
2155,No,Female,0,Yes,Yes,7,Month-to-month,No,Mailed check,20.65,158.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2156,No,Male,0,Yes,No,29,Month-to-month,Yes,Credit card (automatic),75.3,2263.4,Yes,No,Fiber optic,No,No,Yes,No,No,No
2157,No,Male,0,Yes,No,29,Month-to-month,No,Mailed check,33.75,1009.25,No,No phone service,DSL,No,No,No,No,Yes,No
2158,,Male,0,No,No,1,Month-to-month,No,Mailed check,19.55,19.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2159,Yes,Male,0,No,No,12,Month-to-month,No,Bank transfer (automatic),81.7,858.6,Yes,No,Fiber optic,Yes,No,Yes,No,No,No
2160,No,Female,0,No,Yes,50,One year,Yes,Credit card (automatic),70.8,3478.15,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
2161,No,Male,0,Yes,Yes,67,Two year,Yes,Bank transfer (automatic),111.2,7530.8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2162,Yes,Female,0,Yes,Yes,33,Month-to-month,No,Credit card (automatic),86.15,2745.7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
2163,No,Female,0,Yes,Yes,37,One year,No,Bank transfer (automatic),75.1,2658.8,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes
2164,No,Female,0,Yes,No,64,Two year,No,Credit card (automatic),25.0,1584.8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2165,Yes,Male,0,No,No,1,Month-to-month,Yes,Electronic check,89.9,89.9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2166,No,Male,0,No,No,8,Month-to-month,Yes,Electronic check,74.85,572.45,Yes,Yes,Fiber optic,No,No,No,No,No,No
2167,Yes,Male,0,No,No,9,Month-to-month,No,Mailed check,44.95,431,Yes,No,DSL,No,No,No,No,No,No
2168,No,Male,0,No,No,1,Month-to-month,No,Mailed check,20.05,20.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2169,Yes,Female,0,Yes,No,48,One year,No,Mailed check,34.7,1604.5,No,No phone service,DSL,No,Yes,Yes,No,No,No
2170,No,Female,0,No,No,38,Month-to-month,Yes,Bank transfer (automatic),66.15,2522.4,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
2171,No,Male,0,No,Yes,3,Month-to-month,No,Bank transfer (automatic),20.2,50.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2172,No,Female,0,No,No,32,Month-to-month,No,Bank transfer (automatic),19.9,601.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2173,No,Male,0,No,No,3,Month-to-month,No,Mailed check,60.65,196.9,Yes,No,DSL,No,No,No,Yes,No,Yes
2174,Yes,Female,0,No,No,10,Month-to-month,Yes,Electronic check,94.85,953.45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
2175,Yes,Female,0,No,No,1,Month-to-month,No,Mailed check,85.8,85.8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
2176,Yes,Female,0,Yes,No,3,Month-to-month,Yes,Electronic check,95.2,292.85,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2177,No,Female,0,No,No,3,Month-to-month,Yes,Credit card (automatic),34.8,113.95,No,No phone service,DSL,No,No,No,No,Yes,No
2178,No,Female,0,Yes,Yes,56,Two year,No,Credit card (automatic),81.25,4620.4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
2179,No,Male,0,No,No,9,Month-to-month,Yes,Mailed check,24.6,190.1,No,No phone service,DSL,No,No,No,No,No,No
2180,No,Female,1,No,No,53,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,Yes,No,Fiber optic,No,Yes,No,No,No,No
2181,No,Female,0,No,No,63,One year,No,Credit card (automatic),58.55,3503.5,Yes,No,DSL,No,No,Yes,No,No,Yes
2182,No,Male,0,No,No,35,Two year,No,Mailed check,55.25,1924.1,Yes,Yes,DSL,Yes,No,No,No,No,No
2183,Yes,Male,0,Yes,Yes,41,One year,Yes,Electronic check,102.6,4213.35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2184,No,Male,0,No,No,13,Month-to-month,Yes,Bank transfer (automatic),25.15,331.85,No,No phone service,DSL,No,No,No,No,No,No
2185,No,Male,0,Yes,Yes,14,Month-to-month,No,Mailed check,69.2,944.65,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes
2186,No,Male,0,No,No,14,Month-to-month,No,Mailed check,19.9,283.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2187,No,Female,0,Yes,Yes,51,Month-to-month,Yes,Electronic check,93.8,4539.35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
2188,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,55.4,55.4,Yes,No,DSL,No,No,No,No,No,Yes
2189,Yes,Female,0,No,No,1,Month-to-month,Yes,Mailed check,69.95,69.95,Yes,No,Fiber optic,No,No,No,No,No,No
2190,No,Female,0,Yes,No,68,One year,No,Bank transfer (automatic),55.9,3848.8,Yes,No,DSL,Yes,No,No,Yes,No,No
2191,Yes,Male,1,No,No,1,Month-to-month,Yes,Electronic check,88.8,88.8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
2192,No,Female,0,No,No,1,One year,No,Mailed check,25.85,25.85,No,No phone service,DSL,No,No,No,No,No,No
2193,No,Female,0,No,No,60,Two year,Yes,Electronic check,99.65,5941.05,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
2194,Yes,Male,1,No,No,7,Month-to-month,No,Mailed check,73.75,545.15,Yes,Yes,Fiber optic,No,No,No,No,No,No
2195,No,Female,0,Yes,Yes,23,Two year,No,Bank transfer (automatic),20.4,478.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2196,No,Male,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),82.3,5815.15,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
2197,No,Male,0,Yes,Yes,3,Month-to-month,No,Electronic check,89.85,248.4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No
2198,Yes,Male,0,No,No,5,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes,Yes,Fiber optic,No,No,No,No,No,No
2199,No,Female,0,Yes,Yes,6,Month-to-month,No,Mailed check,19.7,113.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2200,,Female,0,No,No,44,Month-to-month,Yes,Mailed check,50.15,2139.1,Yes,Yes,DSL,No,No,No,No,No,No
2201,No,Female,0,Yes,Yes,13,Two year,Yes,Bank transfer (automatic),19.75,246.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2202,No,Male,0,Yes,No,47,One year,No,Bank transfer (automatic),19.9,942.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2203,No,Male,0,Yes,No,3,Month-to-month,No,Credit card (automatic),29.8,94.4,No,No phone service,DSL,No,Yes,No,No,No,No
2204,No,Male,1,Yes,No,14,One year,No,Mailed check,19.65,228.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2205,No,Female,0,Yes,Yes,23,Two year,Yes,Bank transfer (automatic),77.15,1759.4,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No
2206,No,Female,0,Yes,No,72,Two year,No,Bank transfer (automatic),92.0,6474.4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2207,Yes,Female,0,No,No,1,Month-to-month,No,Mailed check,43.95,43.95,Yes,No,DSL,No,No,No,No,No,No
2208,No,Female,0,No,No,66,Month-to-month,Yes,Bank transfer (automatic),103.1,6595,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2209,No,Male,0,Yes,Yes,53,Two year,No,Credit card (automatic),25.55,1336.1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2210,No,Female,0,No,No,11,Month-to-month,Yes,Bank transfer (automatic),79.0,929.3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
2211,Yes,Male,0,No,No,61,Two year,Yes,Credit card (automatic),111.6,6876.05,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2212,No,Male,0,No,Yes,2,Month-to-month,No,Bank transfer (automatic),60.95,134.6,Yes,Yes,DSL,Yes,Yes,No,No,No,No
2213,No,Female,0,No,No,1,Month-to-month,No,Credit card (automatic),20.3,20.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2214,Yes,Male,0,No,No,1,Month-to-month,Yes,Electronic check,35.45,35.45,No,No phone service,DSL,No,No,No,No,No,Yes
2215,Yes,Male,0,Yes,Yes,67,One year,No,Electronic check,87.4,5918.8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
2216,No,Male,0,No,No,18,Month-to-month,No,Mailed check,74.15,1387,Yes,Yes,Fiber optic,No,No,No,No,No,No
2217,No,Male,0,Yes,No,18,Month-to-month,Yes,Electronic check,94.75,1691.9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2218,Yes,Female,0,No,No,12,Month-to-month,No,Bank transfer (automatic),78.1,947.3,Yes,No,Fiber optic,No,No,No,No,No,Yes
2219,Yes,Female,1,Yes,No,27,Month-to-month,Yes,Bank transfer (automatic),104.3,2867.75,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
2220,No,Female,0,Yes,Yes,61,One year,Yes,Credit card (automatic),100.7,6018.65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
2221,No,Female,0,Yes,No,65,Two year,Yes,Bank transfer (automatic),107.65,7082.85,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2222,No,Female,0,No,No,41,Two year,No,Mailed check,20.0,810.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2223,No,Male,0,Yes,Yes,19,Month-to-month,No,Credit card (automatic),50.1,910.45,Yes,Yes,DSL,No,No,No,No,No,No
2224,Yes,Female,0,No,No,2,Month-to-month,Yes,Credit card (automatic),49.05,91.1,Yes,No,DSL,No,Yes,No,No,No,No
2225,Yes,Male,1,Yes,No,2,Month-to-month,Yes,Mailed check,86.85,156.35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
2226,No,Female,0,Yes,Yes,4,Month-to-month,Yes,Electronic check,19.95,82.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2227,No,Male,0,Yes,Yes,25,Month-to-month,No,Electronic check,54.3,1296.8,Yes,No,DSL,Yes,No,No,Yes,No,No
2228,Yes,Male,0,Yes,Yes,60,One year,No,Electronic check,90.95,5453.4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
2229,Yes,Female,0,Yes,No,8,Month-to-month,Yes,Credit card (automatic),85.2,627.4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
2230,No,Male,1,Yes,No,72,Two year,No,Credit card (automatic),84.45,5899.85,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
2231,No,Male,0,No,No,5,Month-to-month,Yes,Mailed check,55.8,274.35,Yes,No,DSL,Yes,No,Yes,No,No,No
2232,No,Male,0,No,Yes,0,Two year,No,Mailed check,20.25, ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2233,No,Female,0,Yes,No,59,One year,Yes,Credit card (automatic),81.25,4639.45,Yes,No,Fiber optic,Yes,No,Yes,No,No,No
2234,No,Female,0,Yes,No,68,Two year,No,Credit card (automatic),25.8,1911.5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2235,No,Male,0,Yes,Yes,54,Two year,Yes,Bank transfer (automatic),24.05,1230.9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2236,No,Male,0,No,No,22,One year,No,Credit card (automatic),20.3,467.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2237,No,Female,0,Yes,No,49,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,Yes,Yes,DSL,No,No,No,No,No,No
2238,No,Female,0,Yes,Yes,51,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
2239,No,Female,0,Yes,Yes,19,Two year,No,Mailed check,25.6,485.9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2240,No,Female,0,No,Yes,2,Month-to-month,No,Credit card (automatic),80.55,188.1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
2241,No,Female,0,Yes,Yes,14,One year,No,Mailed check,19.55,294.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2242,Yes,Male,1,Yes,No,57,Month-to-month,Yes,Electronic check,44.85,2572.95,No,No phone service,DSL,No,No,No,No,Yes,Yes
2243,No,Male,0,Yes,Yes,72,Two year,Yes,Credit card (automatic),97.75,6991.6,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes
2244,No,Female,0,No,No,63,Two year,No,Credit card (automatic),98.0,6218.45,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
2245,,Female,0,No,No,3,Month-to-month,No,Mailed check,29.2,98.5,No,No phone service,DSL,No,Yes,No,No,No,No
2246,No,Female,0,No,No,4,Month-to-month,Yes,Mailed check,64.4,253,Yes,Yes,DSL,No,No,No,Yes,Yes,No
2247,No,Male,0,Yes,No,17,One year,No,Mailed check,64.8,1175.6,Yes,No,DSL,Yes,Yes,No,No,No,Yes
2248,Yes,Male,0,No,No,6,Month-to-month,Yes,Electronic check,85.35,489.45,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
